FID,District,Upazila,Union,Settlement,Camp Name,Inter Sector Coordination Group Camp Name,Unique ID,Facility Code,Facility,Geographical Coordinates,Source of Funding,Implementing Partner,Landslide,Flood,Landslide Risk,Flood Risk,Risk of both,Risk of either
256.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_1,MD,Madrassah,"(21.19357739,  92.1525408899999)",Private Donation,**,**,**,No,No,No,No
257.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_1,CF,Child Friendly Space,"(21.1941072,  92.1542799)",Non-governmental Organization (United Nations),Brac Unicef,-1.0,**,Yes,No,No,Yes
258.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_2,CF,Child Friendly Space,"(21.1936621,  92.1543123)",Non-governmental Organization (United Nations),Brac Unicef,**,**,No,No,No,No
259.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_4,MQ,Mosque,"(21.1926051499999,  92.15504753)",Private Donation,**,-1.0,**,Yes,No,No,Yes
260.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_3,CF,Child Friendly Space,"(21.1927193199999,  92.15551829)",Non-governmental Organization (United Nations),Unicef,**,-1.0,No,Yes,No,Yes
261.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_5,MQ,Mosque,"(21.19361856,  92.1526688)",Private Donation,**,**,**,No,No,No,No
262.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_6,MQ,Mosque,"(21.19300009,  92.15250561)",Private Donation,**,**,**,No,No,No,No
263.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_1,MD,Madrassah,"(21.19983556,  92.1566880999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
264.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_3,MQ,Mosque,"(21.19985481,  92.15662908)",Private Donation,**,**,-1.0,No,Yes,No,Yes
265.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_4,MQ,Mosque,"(21.1990928799999,  92.1548126699999)",**,**,**,**,No,No,No,No
266.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_2,MD,Madrassah,"(21.19882243,  92.1553789999999)",Self Made,**,**,-1.0,No,Yes,No,Yes
267.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_3,MD,Madrassah,"(21.1989468099999,  92.15554296)",Self Made,**,**,**,No,No,No,No
268.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_5,MQ,Mosque,"(21.1998573099999,  92.1580696999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
269.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_6,MQ,Mosque,"(21.1980186999999,  92.1522542)",Private Donation,**,**,**,No,No,No,No
270.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_7,MQ,Mosque,"(21.1991103,  92.1571615999999)",**,**,**,**,No,No,No,No
271.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_8,MQ,Mosque,"(21.19812388,  92.15232319)",Private Donation,**,**,**,No,No,No,No
272.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_1,CF,Child Friendly Space,"(21.19608427,  92.15456699)",Non-governmental Organization (United Nations),Brac,**,-1.0,No,Yes,No,Yes
273.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_9,MQ,Mosque,"(21.1984930799999,  92.15794155)",Private Donation,**,**,**,No,No,No,No
274.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_4,MD,Madrassah,"(21.1948136,  92.1547489)",Private Donation,**,**,**,No,No,No,No
275.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_5,MD,Madrassah,"(21.1987778899999,  92.15861954)",Private Donation,**,**,**,No,No,No,No
276.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_2,CF,Child Friendly Space,"(21.1952357,  92.154426)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
277.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_10,MQ,Mosque,"(21.1951913,  92.1534252)",Private Donation,**,**,**,No,No,No,No
278.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_11,MQ,Mosque,"(21.1984905099999,  92.1577364599999)",Local Government,**,-1.0,**,Yes,No,No,Yes
279.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_12,MQ,Mosque,"(21.19638829,  92.15462008)",Private Donation,**,**,**,No,No,No,No
280.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_13,MQ,Mosque,"(21.1956960999999,  92.15024535)",Private Donation,**,**,**,No,No,No,No
281.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_14,MQ,Mosque,"(21.1951453,  92.1535465999999)",**,**,-1.0,**,Yes,No,No,Yes
282.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_15,MQ,Mosque,"(21.1937149,  92.1548769)",Private Donation,**,**,**,No,No,No,No
283.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_16,MQ,Mosque,"(21.1949678,  92.1547458999999)",Private Donation,**,**,**,No,No,No,No
284.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_6,MD,Madrassah,"(21.1979401,  92.1556341)",Private Donation,**,**,**,No,No,No,No
285.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_3,CF,Child Friendly Space,"(21.1948377,  92.1529871)",Non-governmental Organization (United Nations),Brac,**,-1.0,No,Yes,No,Yes
286.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_17,MQ,Mosque,"(21.197894,  92.1586015)",Private Donation,**,**,-1.0,No,Yes,No,Yes
287.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_18,MQ,Mosque,"(21.19302338,  92.15511397)",Private Donation,**,**,**,No,No,No,No
288.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_19,MQ,Mosque,"(21.1958930899999,  92.15581774)",Private Donation,**,**,**,No,No,No,No
289.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_20,MQ,Mosque,"(21.1953526399999,  92.1588883499999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
290.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_FO_1,FO,Field Office,"(21.19468913,  92.1484943899999)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
291.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_4,CF,Child Friendly Space,"(21.1975815499999,  92.16024301)",Non-governmental Organization (United Nations),Brac,-1.0,-1.0,Yes,Yes,Yes,Yes
292.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_21,MQ,Mosque,"(21.1952743999999,  92.1558472899999)",Private Donation,**,**,**,No,No,No,No
293.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_22,MQ,Mosque,"(21.1963701299999,  92.1593756999999)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
294.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_1,MQ,Mosque,"(21.2031269,  92.1485153999999)",Private Donation,**,**,**,No,No,No,No
295.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_1,MD,Madrassah,"(21.2047628,  92.1490000999999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
296.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_2,MQ,Mosque,"(21.20556711,  92.15356438)",Private Donation,**,**,**,No,No,No,No
297.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_3,MQ,Mosque,"(21.2025767899999,  92.15330577)",Private Donation,**,**,**,No,No,No,No
298.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_4,MQ,Mosque,"(21.20119583,  92.1529919999999)",Private Donation,**,**,**,No,No,No,No
299.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_5,MQ,Mosque,"(21.20073568,  92.15499363)",Private Donation,**,**,-1.0,No,Yes,No,Yes
300.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_2,MD,Madrassah,"(21.2054714,  92.1493688999999)",Private Donation,**,**,**,No,No,No,No
301.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_6,MQ,Mosque,"(21.2054511999999,  92.149516)",Private Donation,**,**,**,No,No,No,No
302.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_3,MD,Madrassah,"(21.2031047,  92.1486196)",Self Made,**,**,**,No,No,No,No
303.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_7,MQ,Mosque,"(21.20143835,  92.14685237)",Private Donation,**,**,**,No,No,No,No
304.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_4,MD,Madrassah,"(21.2014359,  92.1468617099999)",**,**,**,**,No,No,No,No
305.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_5,MD,Madrassah,"(21.1996976,  92.1487690999999)",Private Donation,**,**,**,No,No,No,No
306.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_8,MQ,Mosque,"(21.1997679999999,  92.1488722)",Private Donation,**,**,**,No,No,No,No
307.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_9,MQ,Mosque,"(21.2062256,  92.1523004)",Private Donation,**,**,**,No,No,No,No
308.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_6,MD,Madrassah,"(21.2061941999999,  92.1541641999999)",Private Donation,**,**,**,No,No,No,No
309.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_10,MQ,Mosque,"(21.20162944,  92.1467456099999)",Local Government,**,**,**,No,No,No,No
310.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_11,MQ,Mosque,"(21.20558445,  92.15096572)",Private Donation,**,**,**,No,No,No,No
311.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_7,MD,Madrassah,"(21.20558065,  92.1509439099999)",Private Donation,**,**,**,No,No,No,No
312.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_12,MQ,Mosque,"(21.2052337,  92.1526834999999)",Private Donation,**,**,**,No,No,No,No
313.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_13,MQ,Mosque,"(21.1988017999999,  92.1482134999999)",Private Donation,**,**,**,No,No,No,No
314.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_14,MQ,Mosque,"(21.19957261,  92.1472173199999)",Private Donation,**,**,**,No,No,No,No
315.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_15,MQ,Mosque,"(21.2013997799999,  92.14810404)",Private Donation,**,**,**,No,No,No,No
316.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_35,MQ,Mosque,"(21.2139253,  92.1481945999999)",Private Donation,**,**,**,No,No,No,No
317.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_36,MQ,Mosque,"(21.2138471399999,  92.15180248)",Private Donation,**,**,-1.0,No,Yes,No,Yes
318.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_19,MD,Madrassah,"(21.2136022599999,  92.15417872)",Private Donation,**,**,**,No,No,No,No
319.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_37,MQ,Mosque,"(21.213612,  92.15410323)",Private Donation,**,**,**,No,No,No,No
320.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_DC_4,DC,Distribution Center,"(21.21312135,  92.15442738)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
321.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_38,MQ,Mosque,"(21.2129637,  92.1522212)",Private Donation,**,**,**,No,No,No,No
322.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_8,CF,Child Friendly Space,"(21.2115155,  92.1540109999999)",Non-governmental Organization (United Nations),Brac,-1.0,**,Yes,No,No,Yes
323.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_20,MD,Madrassah,"(21.2111753699999,  92.15415774)",Private Donation,**,-1.0,**,Yes,No,No,Yes
324.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_39,MQ,Mosque,"(21.21123052,  92.15404852)",Private Donation,**,**,**,No,No,No,No
325.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_8,MQ,Mosque,"(21.20093526,  92.15672711)",Private Donation,**,**,**,No,No,No,No
326.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_9,MQ,Mosque,"(21.2039918,  92.1578743)",Private Donation,**,**,**,No,No,No,No
327.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_5,MD,Madrassah,"(21.2052519599999,  92.15657287)",Private Donation,**,**,**,No,No,No,No
328.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_6,MD,Madrassah,"(21.20526295,  92.15656405)",Private Donation,**,**,**,No,No,No,No
329.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_7,MD,Madrassah,"(21.2051316099999,  92.1565136199999)",Private Donation,**,**,**,No,No,No,No
330.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_8,MD,Madrassah,"(21.2024614,  92.1572876)",Private Donation,**,**,**,No,No,No,No
331.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_10,MQ,Mosque,"(21.2026574,  92.1571593)",Private Donation,**,**,**,No,No,No,No
332.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_9,MD,Madrassah,"(21.2026553,  92.1572943999999)",Private Donation,**,**,**,No,No,No,No
333.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_11,MQ,Mosque,"(21.20303733,  92.1582923499999)",Private Donation,**,**,**,No,No,No,No
334.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_12,MQ,Mosque,"(21.20003454,  92.15734761)",Private Donation,**,**,-1.0,No,Yes,No,Yes
335.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_10,MD,Madrassah,"(21.2071897,  92.1559709)",Private Donation,**,**,-1.0,No,Yes,No,Yes
336.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_13,MQ,Mosque,"(21.2071335,  92.1558256999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
337.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_CF_2,CF,Child Friendly Space,"(21.2030707999999,  92.1546464999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
338.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_11,MD,Madrassah,"(21.2034215999999,  92.1549076999999)",**,**,**,**,No,No,No,No
339.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_14,MQ,Mosque,"(21.2036424,  92.1551427999999)",Private Donation,**,**,**,No,No,No,No
340.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_15,MQ,Mosque,"(21.2041557,  92.15998127)",Private Donation,**,**,**,No,No,No,No
341.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_12,MD,Madrassah,"(21.20422624,  92.1599468299999)",Private Donation,**,**,**,No,No,No,No
342.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_16,MQ,Mosque,"(21.20061798,  92.1562701699999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
343.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_17,MQ,Mosque,"(21.207032,  92.1559361999999)",Private Donation,**,**,**,No,No,No,No
344.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_4,MD,Madrassah,"(21.19938626,  92.16436298)",Private Donation,**,**,**,No,No,No,No
345.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_3,MQ,Mosque,"(21.19945877,  92.1643228899999)",Private Donation,**,**,**,No,No,No,No
346.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_1,CF,Child Friendly Space,"(21.19945564,  92.16460849)",Non-governmental Organization (United Nations),Brac,-1.0,**,Yes,No,No,Yes
347.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_4,MQ,Mosque,"(21.1994043499999,  92.16041656)",**,**,**,**,No,No,No,No
348.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_5,MQ,Mosque,"(21.1994668399999,  92.15968535)",Private Donation,**,**,-1.0,No,Yes,No,Yes
349.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_5,MD,Madrassah,"(21.199601,  92.1597904)",Private Donation,**,**,-1.0,No,Yes,No,Yes
350.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_6,MQ,Mosque,"(21.19831676,  92.1642253299999)",Private Donation,**,**,**,No,No,No,No
351.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_7,MQ,Mosque,"(21.19540877,  92.1655180599999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
352.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_2,CF,Child Friendly Space,"(21.1956773299999,  92.16757323)",Non-governmental Organization (United Nations),Brac,**,-1.0,No,Yes,No,Yes
353.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_DC_1,DC,Distribution Center,"(21.19062315,  92.16801153)",Local Government,**,**,**,No,No,No,No
354.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_3,CF,Child Friendly Space,"(21.1982389299999,  92.16434184)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
355.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_8,MQ,Mosque,"(21.1958806899999,  92.16502895)",Private Donation,**,**,**,No,No,No,No
356.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_4,CF,Child Friendly Space,"(21.1955412099999,  92.1650204099999)",Non-governmental Organization (United Nations),Brac,-1.0,**,Yes,No,No,Yes
357.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_5,CF,Child Friendly Space,"(21.1953982,  92.1650249799999)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
358.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_9,MQ,Mosque,"(21.19543659,  92.1650010299999)",Private Donation,**,**,**,No,No,No,No
359.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_10,MQ,Mosque,"(21.1957850999999,  92.1614726199999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
360.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_6,MD,Madrassah,"(21.19575842,  92.16142705)",Private Donation,**,**,-1.0,No,Yes,No,Yes
361.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_6,CF,Child Friendly Space,"(21.19517432,  92.1663236699999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
362.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_11,MQ,Mosque,"(21.1962843899999,  92.16692098)",Private Donation,**,**,**,No,No,No,No
363.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_12,MQ,Mosque,"(21.1950191699999,  92.1615890799999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
364.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_13,MQ,Mosque,"(21.1998317,  92.1612791999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
365.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_7,CF,Child Friendly Space,"(21.1937567,  92.1613768999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
366.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_8,CF,Child Friendly Space,"(21.1973280499999,  92.16458317)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
367.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_14,MQ,Mosque,"(21.1951928999999,  92.1668359899999)",Private Donation,**,**,**,No,No,No,No
368.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_15,MQ,Mosque,"(21.1934359999999,  92.1618985)",Private Donation,**,**,**,No,No,No,No
369.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_7,MD,Madrassah,"(21.1999071999999,  92.1615266)",Private Donation,**,**,-1.0,No,Yes,No,Yes
370.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_8,MD,Madrassah,"(21.1962061599999,  92.1595632399999)",Non-governmental Organization (United Nations),Unicef,**,-1.0,No,Yes,No,Yes
371.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_9,CF,Child Friendly Space,"(21.199577,  92.161935)",Non-governmental Organization (United Nations),Brac,**,-1.0,No,Yes,No,Yes
372.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_16,MQ,Mosque,"(21.1972618,  92.16661301)",Private Donation,**,-1.0,**,Yes,No,No,Yes
373.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_FO_1,FO,Field Office,"(21.19567809,  92.16188078)",Non-governmental Organization (United Nations),IOM,**,**,No,No,No,No
374.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_10,CF,Child Friendly Space,"(21.1980262,  92.1673385999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
375.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_4,MD,Madrassah,"(21.20877999,  92.16131396)",**,**,**,**,No,No,No,No
376.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_7,MQ,Mosque,"(21.2107854799999,  92.15911972)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
377.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_WF_1,WF,Women's Friendly Space,"(21.2073782,  92.1592839)",Non-governmental Organization (United Nations),Mukti UNFPA,**,-1.0,No,Yes,No,Yes
378.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_8,MQ,Mosque,"(21.2082322,  92.1549945)",Private Donation,**,**,**,No,No,No,No
379.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_9,MQ,Mosque,"(21.20934975,  92.1559274899999)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
380.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_5,MD,Madrassah,"(21.2109552999999,  92.1590367999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
381.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_10,MQ,Mosque,"(21.2080677999999,  92.1559244)",Private Donation,**,-1.0,**,Yes,No,No,Yes
